time,two_pi_Lm_smoothed
1535.9,0.3332195675906759
1536.0,0.33312430042080077
1536.1,0.3330302890963057
1536.2,0.33293757413116964
1536.3,0.33284619451255737
1536.4,0.3327561876882533
1536.5,0.33266758954781184
1536.6,0.33258043446025676
1536.7,0.3324947551923994
1536.8,0.3324105830093698
1536.9,0.3323279476180681
1537.0,0.3322468771608813
1537.1,0.3321673982282496
1537.2,0.332089535877516
1537.3,0.33201331360151043
1537.4,0.33193875334739914
1537.5,0.331865875522968
1537.6,0.33179469900918884
1537.7,0.3317252411350867
1537.8,0.33165751769658963
1537.9,0.33159154296909443
1538.0,0.3315273296823346
1538.1,0.33146488906436233
1538.2,0.33140423081013254
1538.3,0.3313453631380516
1538.4,0.33128829273971183
1538.5,0.3312330248364402
1538.6,0.33117956314788244
1538.7,0.3311279099171358
1538.8,0.3310780659233151
1538.9,0.3310300305004028
1539.0,0.3309838015749478
1539.1,0.33093937565978215
1539.2,0.33089674791056994
1539.3,0.3308559121258074
1539.4,0.3308168607656721
1539.5,0.33077958500857185
1539.6,0.3307440748014101
1539.7,0.33071031887843577
1539.8,0.330678304805225
1539.9,0.33064801901638075
1540.0,0.3306194468909308
1540.1,0.33059257276489423
1540.2,0.33056737996269714
1540.3,0.3305438508977039
1540.4,0.3305219670659338
1540.5,0.3305017091088929
1540.6,0.33048305684499
1540.7,0.3304659893386516
1540.8,0.3304504849191717
1540.9,0.33043652120584416
1541.0,0.33042407519592754
1541.1,0.33041312327092837
1541.2,0.33040364122173355
1541.3,0.33039560425489384
1541.4,0.33038898709943804
1541.5,0.3303837639817399
1541.6,0.33037990868206724
1541.7,0.3303773945220152
1541.8,0.3303761944210552
1541.9,0.3303762808965346
1542.0,0.3303776260699602
1542.1,0.3303802017361132
1542.2,0.3303839793818986
1542.3,0.33038893020519505
1542.4,0.33039502518396946
1542.5,0.33040223506371125
1542.6,0.3304105304453963
1542.7,0.33041988184831905
1542.8,0.33043025974779183
1542.9,0.33044163465682597
1543.0,0.33045397720153014
1543.1,0.33046725817137584
1543.2,0.33048144860716194
1543.3,0.3304965198638468
1543.4,0.3305124436545301
1543.5,0.3305291921258513
1543.6,0.3305467378894056
1543.7,0.3305650541222751
1543.8,0.3305841145293292
1543.9,0.3306038934060568
1544.0,0.33062436563856623
1544.1,0.3306455067161515
1544.2,0.3306672927312928
1544.3,0.33068970036080597
1544.4,0.3307127068155781
1544.5,0.33073628984684994
1544.6,0.3307604276833844
1544.7,0.33078509902518327
1544.8,0.33081028298065535
1544.9,0.3308359590226344
1545.0,0.3308621069506796
1545.1,0.3308887068345271
1545.2,0.33091573896382465
1545.3,0.3309431837915827
1545.4,0.3309710218901923
1545.5,0.330999233951425
1545.6,0.33102780073616744
1545.7,0.3310567030367221
1545.8,0.33108592166424106
1545.9,0.3311154374550091
1546.0,0.3311452312138951
1546.1,0.331175283745768
1546.2,0.33120557586806304
1546.3,0.3312360883793659
1546.4,0.33126680209711185
1546.5,0.331297697863869
1546.6,0.33132875654105465
1546.7,0.3313599590906175
1546.8,0.3313912865436211
1546.9,0.3314227200442263
1547.0,0.3314542408873905
1547.1,0.3314858305314337
1547.2,0.33151747062317183
1547.3,0.3315491430670311
1547.4,0.331580830012482
1547.5,0.3316125139043049
1547.6,0.33164417747630653
1547.7,0.3316758038015856
1547.8,0.3317073763113826
1547.9,0.3317388788264951
1548.0,0.33177029560126103
1548.1,0.3318016113298409
1548.2,0.3318328111776341
1548.3,0.331863880781279
1548.4,0.3318948062989185
1548.5,0.3319255743787837
1548.6,0.33195617220317675
1548.7,0.3319865874884702
1548.8,0.33201680849139076
1548.9,0.33204682400273583
1549.0,0.33207662334109034
1549.1,0.3321061963276942
1549.2,0.3321355332801589
1549.3,0.33216462501875055
1549.4,0.3321934628098417
1549.5,0.3322220383596276
1549.6,0.3322503437827108
1549.7,0.33227837156440165
1549.8,0.33230611454815207
1549.9,0.33233356590413965
1550.0,0.3323607191041349
1550.1,0.3323875678900851
1550.2,0.332414106280398
1550.3,0.3324403285071095
1550.4,0.3324662290410163
1550.5,0.3324918025539776
1550.6,0.3325170439189138
1550.7,0.3325419482098079
1550.8,0.3325665106954214
1550.9,0.33259072683301116
1551.0,0.3326145922808962
1551.1,0.3326381028796078
1551.2,0.33266125467702234
1551.3,0.3326840439660607
1551.4,0.3327064672658381
1551.5,0.3327285213467972
1551.6,0.3327502032432747
1551.7,0.3327715102786336
1551.8,0.3327924400966794
1551.9,0.3328129906805096
1552.0,0.33283316037764654
1552.1,0.3328529479126035
1552.2,0.3328723524308673
1552.3,0.33289137352403086
1552.4,0.33291001124235975
1552.5,0.33292826613877424
1552.6,0.3329461392562831
1552.7,0.3329636321342668
1552.8,0.33298074687759227
1552.9,0.3329974861126311
1553.0,0.333013853018675
1553.1,0.33302985133421914
1553.2,0.3330454853569624
1553.3,0.33306075990610784
1553.4,0.33307568036006213
1553.5,0.33309025264386893
1553.6,0.33310448319151015
1553.7,0.3331183789836045
1553.8,0.333131947509709
1553.9,0.3331451967557521
1554.0,0.3331581352166003
1554.1,0.333170771852076
1554.2,0.333183116086957
1554.3,0.3331951777984106
1554.4,0.3332069673348432
1554.5,0.33321849547191734
1554.6,0.33322977343140214
